InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,CustomerName,CustomerEmail
INV000279,BOO3701,Biography,26,2023-10-22 20:34:33,2.89,C0063,Switzerland,Books,Frances Cardenas,emilywalker@example.org
INV000280,SPO3768,Golf Club,8,2023-07-09 18:26:39,37.29,C0003,Portugal,Sports,Cristian Santos,lrobinson@example.com
INV000280,SPO1796,Basketball,39,2024-12-07 09:05:32,99.47,C0033,EIRE,Sports,Carmen Smith,ybaker@example.com
INV000281,ELE8279,Speaker,25,2023-05-23 09:49:58,13.24,C0089,Austria,Electronics,Samuel Rivas,ramirezshannon@example.com
INV000282,ELE7895,Smart Watch,43,2023-11-26 11:52:40,11.0,C0088,Denmark,Electronics,Robert Medina,umarshall@example.net
INV000282,ELE2928,Keyboard,19,2025-07-16 15:12:53,12.29,C0054,Japan,Electronics,Meghan Anthony,sheila14@example.org
INV000283,SPO6864,Dumbbell,46,2023-02-03 04:15:49,41.57,C0034,Poland,Sports,Michael Cross,smoore@example.org
INV000283,HOM4842,Candle,1,2023-03-20 13:42:12,2.26,C0089,Austria,Home & Garden,Samuel Rivas,ramirezshannon@example.com
INV000284,CLO9383,Jeans,5,2024-06-02 02:07:21,72.63,C0064,Netherlands,Clothing,Angel Riggs,gibsonolivia@example.net
INV000285,BOO1820,Dictionary,7,2024-01-14 08:54:23,81.5,C0038,Japan,Books,Kevin Mills,james53@example.com
INV000286,BOO2898,Journal,7,2023-07-15 14:46:57,0.0,C0087,Portugal,Books,Madison Poole,ryangross@example.net
INV000287,SPO2522,Running Shoes,24,2025-05-27 00:59:33,81.68,C0057,Poland,Sports,Renee Mcdaniel,michaeljones@example.net
INV000287,HOM7909,Clock,42,2023-11-15 18:37:06,88.73,C0035,Poland,Home & Garden,Lauren Daniels,brian97@example.net
INV000287,ELE8908,Speaker,37,2023-04-17 13:58:18,68.16,C0021,Portugal,Electronics,David Bradley,millertodd@example.org
INV000288,CLO8997,Shorts,8,2025-05-10 22:21:50,88.87,C0004,Switzerland,Clothing,Abigail Shaffer,jpeterson@example.org
INV000289,SPO4669,Basketball,43,2023-11-18 19:23:11,87.44,C0002,United Kingdom,Sports,Angie Henderson,davisjesse@example.net
INV000290,CLO6664,Shorts,43,2025-06-29 21:56:45,67.95,C0056,Netherlands,Clothing,William Wilson,jonathanfletcher@example.org
INV000291,ELE3571,Laptop,33,2023-12-02 11:14:59,85.04,C0079,Belgium,Electronics,Trevor Fisher,ruizkaitlyn@example.org
INV000292,BOO6421,Biography,18,2023-12-28 22:49:13,5.98,C0063,Switzerland,Books,Frances Cardenas,emilywalker@example.org
INV000293,ELE8277,Monitor,37,2024-05-25 09:35:16,45.36,C0031,France,Electronics,Angela Morton,williamsyvette@example.org
INV000294,ELE7609,Smartphone,27,2023-08-18 05:13:06,4.55,C0064,Netherlands,Electronics,Angel Riggs,gibsonolivia@example.net
INV000294,BOO4389,Atlas,42,2025-07-14 19:48:21,67.48,C0080,USA,Books,Mrs. Marie Harrington DDS,herringjames@example.org
INV000295,HOM8751,Candle,46,2023-01-05 09:43:01,66.06,C0029,Italy,Home & Garden,Victoria Garcia,zchandler@example.org
INV000295,ELE6818,Camera,41,2024-03-06 17:33:19,96.48,C0029,Italy,Electronics,Victoria Garcia,zchandler@example.org
INV000295,CLO3301,Shorts,46,2023-08-13 18:21:31,74.51,C0006,Spain,Clothing,Monica Herrera,smiller@example.net
INV000296,HOM8488,Plant Pot,13,2023-07-21 22:27:28,71.96,C0016,United Kingdom,Home & Garden,Tricia Valencia,frazierdanny@example.net
INV000296,SPO8381,Tennis Racket,30,2025-04-19 04:41:31,66.19,C0087,Portugal,Sports,Madison Poole,ryangross@example.net
INV000297,ELE8091,Keyboard,38,2024-01-25 09:03:56,48.81,C0068,Switzerland,Electronics,Jessica Meadows,vmerritt@example.com
INV000298,CLO2696,Dress,25,2023-09-29 01:43:27,66.09,C0075,Portugal,Clothing,Stephanie Freeman,ryan06@example.com
INV000298,SPO5482,Dumbbell,26,2023-06-20 18:21:04,96.4,C0054,Japan,Sports,Meghan Anthony,sheila14@example.org
INV000299,SPO5897,Golf Club,45,2023-02-10 01:09:13,55.23,C0053,Portugal,Sports,Matthew Ross,michelle45@example.net
INV000300,CLO5760,Jacket,44,2023-07-24 17:58:50,35.18,C0028,Belgium,Clothing,Brent Jordan,ujenkins@example.org
INV000301,SPO6281,Golf Club,46,2023-01-24 02:01:59,12.43,C0023,Netherlands,Sports,Lisa Brandt,jenniferross@example.net
INV000302,HOM5684,Rug,28,2024-07-10 12:14:24,81.02,C0086,Switzerland,Home & Garden,Matthew Smith,gshort@example.com
INV000303,ELE5374,Headphones,49,2024-01-05 14:43:59,78.77,C0086,Switzerland,Electronics,Matthew Smith,gshort@example.com
INV000304,BOO9866,Biography,3,2025-07-03 18:01:41,36.51,C0008,France,Books,Dr. Sharon James,xreid@example.org
INV000305,CLO7371,Skirt,16,2024-05-17 23:04:30,51.58,C0072,Germany,Clothing,John Brown,xprice@example.net
INV000306,HOM7825,Mirror,44,2023-01-25 12:21:41,-3.2620701553507514,C0007,EIRE,Home & Garden,Shannon Ray,williamsjeremy@example.com
INV000306,BOO9955,Encyclopedia,48,2023-09-28 16:22:09,60.74,C0082,Japan,Books,Jacob Obrien,stricklandfrank@example.com
INV000307,ELE3847,Tablet,48,2024-02-17 05:37:04,51.87,C0023,Netherlands,Electronics,Lisa Brandt,jenniferross@example.net
INV000308,CLO5178,Boots,1,2023-03-23 09:34:37,33.73,C0017,Belgium,Clothing,Patricia Peterson,ryan70@example.net
INV000309,SPO5934,Football,32,2023-07-16 21:54:03,79.2,C0042,Australia,Sports,Victoria Valdez,contrerasangela@example.net
INV000309,CLO9529,Dress,5,2024-10-15 22:32:49,78.84,C0068,Switzerland,Clothing,Jessica Meadows,vmerritt@example.com
INV000310,CLO6437,Jacket,22,2025-03-28 05:53:24,36.72,C0045,France,Clothing,Sandra Williams,kellie42@example.net
INV000311,ELE6668,Smartphone,29,2023-06-26 13:09:11,24.79,C0072,Germany,Electronics,John Brown,xprice@example.net
INV000312,BOO2857,Journal,25,2023-04-09 17:36:55,26.4,C0006,Spain,Books,Monica Herrera,smiller@example.net
INV000313,BOO9335,Atlas,29,2025-01-09 19:44:11,49.19,C0099,Netherlands,Books,Beth Oneill,agarcia@example.net
INV000314,ELE9814,Tablet,35,2024-11-27 08:54:40,1.73,C0011,United Kingdom,Electronics,Andrew Stewart,carl95@example.org
INV000314,HOM4368,Lamp,35,2024-07-16 09:47:28,83.05,C0088,Denmark,Home & Garden,Robert Medina,umarshall@example.net
INV000315,CLO8523,T-Shirt,46,2025-03-08 06:53:52,33.84,C0010,Germany,Clothing,Joel Nelson,gabriellecameron@example.org
INV000315,ELE4729,Mouse,17,2025-07-11 05:28:24,41.36,C0072,Germany,Electronics,John Brown,xprice@example.net
INV000316,ELE1096,Keyboard,42,2023-06-19 09:49:41,72.31,C0050,Switzerland,Electronics,Rita Keith,whitesandra@example.com
INV000317,BOO2738,Atlas,19,2024-12-03 03:59:00,78.9,C0010,Germany,Books,Joel Nelson,gabriellecameron@example.org
INV000317,HOM1504,Mirror,31,2025-02-21 16:28:04,16.48,C0057,Poland,Home & Garden,Renee Mcdaniel,michaeljones@example.net
INV000317,BOO5883,Cookbook,44,2023-12-11 03:58:24,88.81,C0070,Germany,Books,Jeremiah Reeves,josephflores@example.net
INV000318,SPO3316,Golf Club,8,2023-03-09 08:45:56,5.14,C0002,United Kingdom,Sports,Angie Henderson,davisjesse@example.net
INV000319,BOO6633,Biography,14,2025-03-21 01:06:37,41.85,C0011,United Kingdom,Books,Andrew Stewart,carl95@example.org
INV000320,SPO4183,Running Shoes,8,2024-04-13 13:35:37,18.95,C0029,Italy,Sports,Victoria Garcia,zchandler@example.org
INV000320,HOM2198,Rug,19,2024-12-12 13:03:46,67.5,C0071,Switzerland,Home & Garden,Chris Reyes,jasminebrown@example.com
INV000321,BOO4842,Cookbook,7,2023-02-18 09:22:48,29.23,C0043,Poland,Books,Shawn Baker,newtoneric@example.com
INV000322,SPO3496,Running Shoes,37,2023-04-05 11:44:07,57.12,C0043,Poland,Sports,Shawn Baker,newtoneric@example.com
INV000323,CLO8145,Jacket,18,2025-01-14 01:44:23,84.17,C0041,France,Clothing,Sherry Wood,samueldaniels@example.com
INV000323,HOM6004,Candle,32,2024-09-15 21:22:35,55.62,C0060,Portugal,Home & Garden,Stephanie Gilbert,richard04@example.com
INV000323,SPO5312,Dumbbell,47,2024-10-24 04:37:56,88.75,C0018,Denmark,Sports,Deborah Mason,williamrodriguez@example.net
INV000324,ELE7637,Mouse,50,2023-06-17 17:06:31,59.41,C0065,Japan,Electronics,Michael Snyder,dylanwatts@example.org
INV000325,HOM6993,Cushion,26,2025-01-31 14:32:51,23.11,C0070,Germany,Home & Garden,Jeremiah Reeves,josephflores@example.net
INV000326,SPO2483,Golf Club,-26,2024-11-20 01:12:08,37.02,C0060,Portugal,Sports,Stephanie Gilbert,richard04@example.com
INV000326,CLO3299,Skirt,29,2023-04-25 03:55:56,16.76,C0079,Belgium,Clothing,Trevor Fisher,ruizkaitlyn@example.org
INV000326,HOM1662,Candle,15,2023-05-06 12:05:14,76.39,C0019,Switzerland,Home & Garden,Mark Lynch,nathanielmartin@example.net
INV000327,CLO6918,Skirt,25,2024-05-15 09:11:56,47.5,C0086,Switzerland,Clothing,Matthew Smith,gshort@example.com
INV000327,ELE5480,Keyboard,48,2025-08-02 22:58:18,27.07,C0042,Australia,Electronics,Victoria Valdez,contrerasangela@example.net
INV000328,SPO9465,Tennis Racket,17,2023-08-19 10:17:09,38.26,C0047,Switzerland,Sports,Sandra Aguilar,russellwilliams@example.com
INV000329,HOM1108,Clock,33,2023-04-13 00:48:40,88.32,C0045,France,Home & Garden,Sandra Williams,kellie42@example.net
INV000330,CLO4062,Dress,11,2023-07-16 00:45:48,36.86,C0036,Portugal,Clothing,Kim Brown,yorkcasey@example.org
INV000331,ELE8844,Monitor,31,2024-03-03 05:20:22,21.86,C0043,Poland,Electronics,Shawn Baker,newtoneric@example.com
INV000332,CLO3639,Boots,-9,2025-06-28 07:58:38,63.32,C0006,Spain,Clothing,Monica Herrera,smiller@example.net
INV000333,CLO7642,Skirt,39,2025-05-01 20:12:34,96.96,C0034,Poland,Clothing,Michael Cross,smoore@example.org
INV000333,ELE8359,Headphones,39,2024-05-20 03:47:31,99.28,C0037,Germany,Electronics,Cynthia Wilson,bethwilliams@example.org
INV000333,CLO3979,Boots,40,2024-08-14 17:08:42,66.31,C0077,Belgium,Clothing,James Elliott,millerroy@example.com
INV000334,SPO2127,Basketball,15,2025-07-17 00:22:57,-5.704402087154427,C0059,Belgium,Sports,Erika Terry,jamesortega@example.com
INV000334,ELE8796,Tablet,40,2025-04-04 04:35:33,60.38,C0078,Italy,Electronics,David Murphy,wmurphy@example.com
INV000334,HOM9835,Cushion,1,2024-04-03 02:35:05,89.8,C0012,France,Home & Garden,Jennifer Rocha,ithomas@example.org
INV000335,ELE8028,Keyboard,15,2024-12-05 19:44:12,93.9,C0048,Australia,Electronics,Rebecca Valencia,jason31@example.com
INV000336,SPO7971,Tennis Racket,9,2025-02-24 08:18:36,26.2,C0095,France,Sports,Jesse Parker,davidlee@example.org
INV000337,SPO5223,Helmet,13,2025-07-29 11:56:48,0.0,C0077,Belgium,Sports,James Elliott,millerroy@example.com
INV000338,BOO6935,Journal,7,2024-10-30 06:59:36,16.32,C0027,Spain,Books,Timothy Duncan,esanchez@example.com
INV000338,SPO5514,Bicycle,44,2023-06-04 01:38:27,40.35,C0055,Poland,Sports,Victoria Johnson,yreed@example.com
INV000339,BOO8925,Atlas,17,2023-06-27 17:39:56,98.86,C0023,Netherlands,Books,Lisa Brandt,jenniferross@example.net
INV000340,ELE8317,Headphones,45,2025-05-06 11:16:01,94.98,C0018,Denmark,Electronics,Deborah Mason,williamrodriguez@example.net
INV000340,SPO3633,Football,-25,2023-12-01 00:38:27,96.49,C0071,Switzerland,Sports,Chris Reyes,jasminebrown@example.com
INV000341,HOM2049,Lamp,17,2024-10-30 02:10:10,22.96,C0077,Belgium,Home & Garden,James Elliott,millerroy@example.com
INV000342,SPO5693,Golf Club,46,2024-12-02 11:11:14,96.39,C0052,Austria,Sports,Courtney Velasquez,ybailey@example.org
INV000343,HOM4304,Vase,43,2023-12-21 22:51:28,93.15,C0064,Netherlands,Home & Garden,Angel Riggs,gibsonolivia@example.net
INV000343,SPO3776,Dumbbell,44,2024-10-04 20:05:17,-2.4170028476535173,C0066,Austria,Sports,Colleen Brock,pwilliams@example.org
INV000343,HOM4281,Mirror,34,2024-06-10 12:17:11,2.52,C0046,Germany,Home & Garden,Michael Hoffman,jonesnicole@example.org
INV000344,SPO6703,Basketball,23,2024-12-05 11:39:52,96.37,C0093,Canada,Sports,Alan Phillips,tholt@example.net
INV000345,SPO5277,Football,12,2024-09-11 09:44:19,41.31,C0052,Austria,Sports,Courtney Velasquez,ybailey@example.org
INV000346,SPO9813,Running Shoes,37,2024-10-08 05:13:05,25.76,C0015,Canada,Sports,Rebecca Henderson,cruzcaitlin@example.com
INV000347,BOO8548,Dictionary,38,2023-05-28 17:03:25,86.34,C0032,Austria,Books,Tammy Allison,richardolson@example.com
INV000348,CLO7757,Hat,-23,2024-04-30 12:38:49,52.13,C0029,Italy,Clothing,Victoria Garcia,zchandler@example.org
INV000349,HOM2245,Candle,36,2024-10-24 22:54:55,93.21,C0012,France,Home & Garden,Jennifer Rocha,ithomas@example.org
INV000349,CLO9175,Jacket,48,2024-04-30 11:43:23,20.77,C0035,Poland,Clothing,Lauren Daniels,brian97@example.net
INV000350,CLO6833,Boots,10,2024-01-31 22:58:49,78.11,C0026,Portugal,Clothing,Shannon Jones,joshuawashington@example.net
INV000350,SPO9871,Football,3,2024-08-04 10:57:12,84.95,C0064,Netherlands,Sports,Angel Riggs,gibsonolivia@example.net
INV000350,BOO3996,Dictionary,49,2023-08-26 02:47:29,91.68,C0074,Austria,Books,Sarah Ashley,vmedina@example.net
INV000351,SPO8836,Helmet,35,2025-01-06 17:59:18,4.22,C0007,EIRE,Sports,Shannon Ray,williamsjeremy@example.com
INV000351,ELE8537,Keyboard,-21,2023-04-15 06:54:40,69.23,C0059,Belgium,Electronics,Erika Terry,jamesortega@example.com
INV000352,BOO5254,Encyclopedia,12,2023-05-22 17:06:23,55.31,C0042,Australia,Books,Victoria Valdez,contrerasangela@example.net
INV000353,CLO7945,Shorts,14,2023-05-13 14:36:50,42.49,C0047,Switzerland,Clothing,Sandra Aguilar,russellwilliams@example.com
INV000354,CLO3148,Boots,37,2023-05-25 19:52:12,68.92,C0058,Poland,Clothing,Lisa Alvarado,cortezkevin@example.com
INV000354,HOM4212,Mirror,10,2024-11-01 21:31:25,80.2,C0072,Germany,Home & Garden,John Brown,xprice@example.net
INV000355,HOM9470,Cushion,35,2023-05-31 00:10:58,72.34,C0054,Japan,Home & Garden,Meghan Anthony,sheila14@example.org
INV000356,ELE2621,Speaker,45,2024-08-01 21:16:54,17.17,C0073,Italy,Electronics,Alicia Gilmore,wwoods@example.com
INV000356,HOM5256,Candle,24,2023-07-22 03:03:20,36.67,C0013,Belgium,Home & Garden,Kimberly Burgess,zhurst@example.com
INV000357,ELE4259,Camera,37,2025-05-14 07:00:16,58.01,C0053,Portugal,Electronics,Matthew Ross,michelle45@example.net
INV000357,BOO8987,Atlas,50,2023-04-04 04:15:10,73.92,C0046,Germany,Books,Michael Hoffman,jonesnicole@example.org
INV000358,CLO6527,Dress,27,2025-06-30 01:00:10,63.5,C0081,Austria,Clothing,Cynthia Wells,elliottjeffery@example.net
INV000359,BOO6136,Biography,21,2025-05-22 09:27:32,65.65,C0021,Portugal,Books,David Bradley,millertodd@example.org
INV000360,BOO9535,Encyclopedia,29,2025-05-22 13:04:27,41.98,C0057,Poland,Books,Renee Mcdaniel,michaeljones@example.net
INV000360,BOO4450,Technical Manual,11,2024-05-27 02:05:34,40.31,C0085,Spain,Books,Barbara Riggs,reedross@example.com
INV000361,ELE9584,Speaker,49,2023-07-09 21:06:45,99.61,C0007,EIRE,Electronics,Shannon Ray,williamsjeremy@example.com
INV000362,BOO5053,Biography,48,2024-09-30 04:03:21,29.13,C0050,Switzerland,Books,Rita Keith,whitesandra@example.com
INV000362,ELE6328,Camera,31,2024-07-03 07:05:30,47.25,C0004,Switzerland,Electronics,Abigail Shaffer,jpeterson@example.org
INV000363,SPO8480,Yoga Mat,41,2024-10-19 00:13:43,75.14,C0018,Denmark,Sports,Deborah Mason,williamrodriguez@example.net
INV000364,BOO8891,Magazine,35,2023-03-21 22:02:55,23.49,C0069,Italy,Books,Paul Larsen,katie87@example.net
INV000365,BOO1001,Fiction Book,34,2024-03-22 19:36:05,81.72,C0020,Japan,Books,Linda Burns,hickmannatasha@example.com
INV000366,HOM5908,Clock,1,2025-07-21 16:54:38,76.82,C0002,United Kingdom,Home & Garden,Angie Henderson,davisjesse@example.net
INV000366,BOO7745,Biography,36,2024-04-30 08:56:21,44.27,C0071,Switzerland,Books,Chris Reyes,jasminebrown@example.com
INV000367,CLO2297,Shoes,28,2024-06-30 06:19:12,62.91,C0049,France,Clothing,Stacey Russell,sarayoung@example.org
INV000368,BOO9715,Textbook,18,2023-06-10 22:30:32,41.88,C0089,Austria,Books,Samuel Rivas,ramirezshannon@example.com
INV000369,HOM8418,Curtains,18,2025-06-16 18:21:50,70.35,C0082,Japan,Home & Garden,Jacob Obrien,stricklandfrank@example.com
INV000370,ELE2675,Tablet,19,2025-02-27 05:42:39,27.65,C0069,Italy,Electronics,Paul Larsen,katie87@example.net
INV000371,ELE4558,Monitor,22,2023-11-27 11:28:39,42.6,C0020,Japan,Electronics,Linda Burns,hickmannatasha@example.com
INV000372,ELE2314,Camera,49,2023-08-29 08:45:32,95.21,C0090,Poland,Electronics,Mary Rogers,lrosales@example.com
INV000373,CLO5097,Jacket,25,2025-01-19 01:19:25,83.0,C0061,France,Clothing,Richard Lawson,steven73@example.net
INV000374,HOM1549,Plant Pot,13,2023-12-15 08:27:16,46.62,C0099,Netherlands,Home & Garden,Beth Oneill,agarcia@example.net
INV000374,HOM6293,Picture Frame,-11,2023-06-18 02:40:25,63.29,C0061,France,Home & Garden,Richard Lawson,steven73@example.net
INV000375,HOM4255,Picture Frame,24,2024-06-27 21:11:44,88.86,C0033,EIRE,Home & Garden,Carmen Smith,ybaker@example.com
INV000376,HOM1246,Candle,11,2025-05-14 03:04:48,79.64,C0082,Japan,Home & Garden,Jacob Obrien,stricklandfrank@example.com
INV000377,SPO3539,Water Bottle,24,2024-07-24 23:40:09,77.31,C0006,Spain,Sports,Monica Herrera,smiller@example.net
INV000378,ELE6824,Laptop,42,2023-06-28 11:14:05,16.24,C0044,Belgium,Electronics,Michelle Harris,william40@example.org
INV000379,SPO8187,Bicycle,47,2024-03-08 17:46:32,20.1,C0041,France,Sports,Sherry Wood,samueldaniels@example.com
INV000380,HOM5828,Clock,35,2025-06-10 19:59:58,70.01,C0006,Spain,Home & Garden,Monica Herrera,smiller@example.net
INV000381,HOM3627,Picture Frame,5,2023-12-18 07:49:19,53.58,C0094,USA,Home & Garden,Kara Schmidt,jbarajas@example.com
INV000382,ELE7210,Keyboard,-47,2024-10-28 14:28:12,19.37,C0059,Belgium,Electronics,Erika Terry,jamesortega@example.com
INV000382,BOO9830,Technical Manual,25,2025-05-21 10:19:01,19.8,C0031,France,Books,Angela Morton,williamsyvette@example.org
INV000383,BOO6276,Journal,8,2025-08-11 03:40:11,10.53,C0037,Germany,Books,Cynthia Wilson,bethwilliams@example.org
INV000383,ELE2753,Headphones,-32,2025-05-14 20:45:45,19.97,C0023,Netherlands,Electronics,Lisa Brandt,jenniferross@example.net
INV000384,SPO5193,Basketball,4,2023-02-10 18:48:49,37.27,C0063,Switzerland,Sports,Frances Cardenas,emilywalker@example.org
INV000384,HOM8668,Lamp,41,2025-08-04 00:58:33,7.01,C0027,Spain,Home & Garden,Timothy Duncan,esanchez@example.com
INV000385,ELE5355,Mouse,34,2024-02-20 11:10:26,5.02,C0048,Australia,Electronics,Rebecca Valencia,jason31@example.com
INV000385,ELE4784,Smartphone,35,2023-02-14 23:27:10,39.15,C0067,Portugal,Electronics,Robert Contreras,stephanie79@example.net
INV000386,SPO7802,Golf Club,48,2023-10-08 06:23:55,11.45,C0023,Netherlands,Sports,Lisa Brandt,jenniferross@example.net
INV000387,HOM3733,Lamp,12,2024-02-29 12:15:30,55.45,C0086,Switzerland,Home & Garden,Matthew Smith,gshort@example.com
INV000388,HOM6163,Candle,36,2024-04-24 23:47:02,99.15,C0077,Belgium,Home & Garden,James Elliott,millerroy@example.com
INV000388,BOO4943,Encyclopedia,37,2024-06-11 21:34:53,55.02,C0056,Netherlands,Books,William Wilson,jonathanfletcher@example.org
INV000388,HOM7505,Clock,1,2024-06-29 07:06:06,72.91,C0047,Switzerland,Home & Garden,Sandra Aguilar,russellwilliams@example.com
INV000389,ELE4635,Smart Watch,-14,2023-01-10 11:38:25,85.72,C0039,EIRE,Electronics,Michael Evans,sarah10@example.com
INV000390,SPO3534,Golf Club,7,2023-10-09 19:17:21,4.74,C0036,Portugal,Sports,Kim Brown,yorkcasey@example.org
INV000391,CLO5198,Jacket,20,2023-08-11 12:48:09,10.1,C0075,Portugal,Clothing,Stephanie Freeman,ryan06@example.com
INV000391,BOO3832,Dictionary,32,2025-05-29 17:58:50,82.74,C0093,Canada,Books,Alan Phillips,tholt@example.net
INV000391,BOO7251,Fiction Book,6,2024-09-14 14:19:24,78.23,C0077,Belgium,Books,James Elliott,millerroy@example.com
INV000391,HOM4714,Lamp,48,2023-04-19 02:19:57,-7.996767563296426,C0056,Netherlands,Home & Garden,William Wilson,jonathanfletcher@example.org
INV000392,ELE9846,Camera,37,2023-08-09 09:28:13,15.81,C0068,Switzerland,Electronics,Jessica Meadows,vmerritt@example.com
INV000393,HOM9269,Clock,6,2023-02-17 14:58:46,22.99,C0094,USA,Home & Garden,Kara Schmidt,jbarajas@example.com
INV000394,HOM1807,Curtains,36,2023-05-23 12:58:27,40.52,C0011,United Kingdom,Home & Garden,Andrew Stewart,carl95@example.org
INV000394,CLO4245,Shorts,32,2025-04-04 01:49:41,40.14,C0017,Belgium,Clothing,Patricia Peterson,ryan70@example.net
INV000394,CLO2173,Jacket,18,2023-12-01 04:44:06,77.9,C0068,Switzerland,Clothing,Jessica Meadows,vmerritt@example.com
INV000395,HOM6984,Mirror,23,2024-08-07 09:32:38,19.86,C0086,Switzerland,Home & Garden,Matthew Smith,gshort@example.com
INV000395,BOO8245,Encyclopedia,-40,2024-10-14 04:29:23,15.44,C0022,United Kingdom,Books,Kim Martinez,karroyo@example.com
INV000396,CLO2841,Jeans,48,2024-12-05 17:08:27,6.4,C0048,Australia,Clothing,Rebecca Valencia,jason31@example.com
INV000396,ELE2823,Camera,-20,2024-06-13 13:31:24,45.56,C0037,Germany,Electronics,Cynthia Wilson,bethwilliams@example.org
INV000397,SPO5237,Golf Club,36,2023-09-02 12:38:35,48.82,C0027,Spain,Sports,Timothy Duncan,esanchez@example.com
INV000398,HOM9631,Curtains,3,2024-07-28 20:34:45,26.29,C0003,Portugal,Home & Garden,Cristian Santos,lrobinson@example.com
INV000399,ELE1136,Monitor,5,2024-04-29 02:40:59,39.48,C0035,Poland,Electronics,Lauren Daniels,brian97@example.net
INV000400,ELE7332,Smart Watch,15,2024-05-18 21:52:14,98.0,C0014,Switzerland,Electronics,Zachary Hicks,camposmichelle@example.org
INV000400,SPO2442,Golf Club,12,2025-05-31 17:25:17,20.69,C0063,Switzerland,Sports,Frances Cardenas,emilywalker@example.org
INV000400,CLO5995,Skirt,22,2025-07-15 04:50:00,-7.158802197629345,C0006,Spain,Clothing,Monica Herrera,smiller@example.net
INV000401,SPO2015,Running Shoes,41,2023-05-12 23:25:40,26.51,C0031,France,Sports,Angela Morton,williamsyvette@example.org
INV000401,BOO3485,Biography,22,2023-03-23 17:23:57,89.82,C0072,Germany,Books,John Brown,xprice@example.net
INV000402,SPO7837,Dumbbell,16,2023-08-30 16:26:21,57.72,C0087,Portugal,Sports,Madison Poole,ryangross@example.net
INV000403,SPO4387,Yoga Mat,42,2023-09-02 12:39:58,14.72,C0058,Poland,Sports,Lisa Alvarado,cortezkevin@example.com
INV000403,SPO8046,Yoga Mat,50,2023-03-19 07:16:48,15.37,C0040,Austria,Sports,Kristine Garcia,williamanderson@example.com
INV000404,SPO4016,Tennis Racket,21,2023-05-07 17:34:47,84.11,C0072,Germany,Sports,John Brown,xprice@example.net
INV000405,HOM8258,Picture Frame,48,2024-02-27 16:43:45,93.44,C0053,Portugal,Home & Garden,Matthew Ross,michelle45@example.net
INV000406,CLO3155,Jeans,12,2024-11-19 08:26:56,3.59,C0100,Denmark,Clothing,John Peterson,kingmichelle@example.org
INV000407,CLO4804,Boots,15,2024-10-20 16:24:59,69.05,C0079,Belgium,Clothing,Trevor Fisher,ruizkaitlyn@example.org
INV000408,SPO7126,Water Bottle,12,2025-01-24 10:46:50,85.36,C0065,Japan,Sports,Michael Snyder,dylanwatts@example.org
INV000409,HOM5421,Vase,27,2025-08-01 01:26:02,23.03,C0005,Switzerland,Home & Garden,Gabrielle Davis,howardmaurice@example.com
INV000410,HOM9027,Curtains,45,2024-11-17 16:36:06,33.16,C0023,Netherlands,Home & Garden,Lisa Brandt,jenniferross@example.net
INV000411,SPO6126,Helmet,26,2024-10-05 09:53:20,61.54,C0006,Spain,Sports,Monica Herrera,smiller@example.net
INV000412,ELE2791,Keyboard,29,2024-02-29 08:23:53,46.23,C0091,Switzerland,Electronics,Robert Peterson,angela83@example.org
INV000413,HOM7347,Vase,34,2023-12-01 20:59:36,76.75,C0069,Italy,Home & Garden,Paul Larsen,katie87@example.net
INV000414,BOO3727,Dictionary,28,2025-03-06 21:39:17,30.15,C0039,EIRE,Books,Michael Evans,sarah10@example.com
INV000414,HOM9202,Lamp,8,2023-06-26 19:25:27,18.8,C0060,Portugal,Home & Garden,Stephanie Gilbert,richard04@example.com
INV000415,HOM8387,Candle,2,2024-06-20 04:58:36,18.71,C0051,EIRE,Home & Garden,Sharon Cochran,erik16@example.org
INV000416,ELE6309,Smart Watch,45,2024-10-29 20:20:31,65.21,C0059,Belgium,Electronics,Erika Terry,jamesortega@example.com
INV000416,ELE6946,Monitor,6,2023-06-22 06:16:13,52.86,C0012,France,Electronics,Jennifer Rocha,ithomas@example.org
INV000417,HOM7235,Rug,3,2024-03-16 00:11:37,77.06,C0021,Portugal,Home & Garden,David Bradley,millertodd@example.org
INV000418,CLO3930,Dress,50,2025-07-10 09:38:51,71.49,C0020,Japan,Clothing,Linda Burns,hickmannatasha@example.com
INV000418,BOO2926,Cookbook,-9,2025-01-25 22:59:02,96.08,C0058,Poland,Books,Lisa Alvarado,cortezkevin@example.com
INV000419,HOM1094,Rug,39,2025-03-29 13:31:38,88.39,C0064,Netherlands,Home & Garden,Angel Riggs,gibsonolivia@example.net
INV000420,HOM1107,Lamp,16,2024-04-24 02:42:30,88.33,C0053,Portugal,Home & Garden,Matthew Ross,michelle45@example.net
INV000420,ELE3429,Tablet,-4,2023-03-12 13:16:55,65.67,C0027,Spain,Electronics,Timothy Duncan,esanchez@example.com
INV000421,BOO2436,Magazine,4,2023-12-09 13:31:23,11.78,C0078,Italy,Books,David Murphy,wmurphy@example.com
INV000422,SPO3906,Basketball,30,2024-09-06 00:29:14,75.18,C0085,Spain,Sports,Barbara Riggs,reedross@example.com
INV000422,BOO2108,Journal,49,2025-07-20 00:27:14,43.31,C0042,Australia,Books,Victoria Valdez,contrerasangela@example.net
